Index,Content
4-6,"(1) Hvis en arbeidstaker har fått redusert arbeidsevne som følge av ulykke, sykdom, slitasje e.l., skal arbeidsgiver, så langt det er mulig, iverksette nødvendige tiltak for at arbeidstaker skal kunne beholde eller få et passende arbeid. Arbeidstaker skal fortrinnsvis gis anledning til å fortsette i sitt vanlige arbeid, eventuelt etter særskilt tilrettelegging av arbeidet eller arbeidstiden, endringer i arbeidsutstyr, gjennomgått arbeidsrettede tiltak e.l. (2) Dersom det i medhold av første ledd er aktuelt å overføre en arbeidstaker til annet arbeid, skal arbeidstaker og arbeidstakers tillitsvalgte tas med på råd før saken avgjøres. (3) Arbeidsgiver skal i samråd med arbeidstaker utarbeide oppfølgingsplan for tilbakeføring til arbeid i forbindelse med ulykke, sykdom, slitasje eller lignende, med mindre dette er åpenbart unødvendig. Arbeidet med oppfølgingsplan skal starte så tidlig som mulig, og planen skal være utarbeidet senest når arbeidstaker har vært helt eller delvis borte fra arbeidet i fire uker. Oppfølgingsplanen skal inneholde en vurdering av arbeidstakers arbeidsoppgaver og arbeidsevne. Planen skal også inneholde aktuelle tiltak i arbeidsgivers regi, aktuelle tiltak med bistand fra myndighetene og plan for videre oppfølging. Arbeidsgiver skal sørge for at planen formidles til sykmelder så snart den er utarbeidet, og senest etter fire uker. Arbeidsgiver skal videre sørge for at oppdatert plan sendes til Arbeids- og velferdsetaten senest en uke før dialogmøter som Arbeids- og velferdsetaten innkaller til, jf. folketrygdloven § 25-2 tredje ledd. (4) Arbeidsgiver skal innkalle arbeidstaker til dialogmøte om innholdet i oppfølgingsplanen senest innen sju uker etter at arbeidstaker har vært helt borte fra arbeidet som følge av ulykke, sykdom, slitasje eller lignende, med mindre dette er åpenbart unødvendig. For arbeidstaker som av samme årsaker er delvis borte fra arbeidet, skal et slikt møte holdes når arbeidsgiver, arbeidstaker eller sykmelder anser det hensiktsmessig. Dersom både arbeidsgiver og arbeidstaker, eller arbeidstakeren alene, ønsker det, skal sykmelder innkalles til dialogmøtet. Dersom det foreligger ekstraordinære forhold knyttet til sykmelders arbeidssituasjon, kan sykmelder fritas fra plikten til å delta i dialogmøtet. Arbeids- og velferdsetaten, bedriftshelsetjenesten og andre relevante aktører kan innkalles dersom arbeidsgiver eller arbeidstaker ønsker det. Det samme gjelder andre relevante aktører, likevel slik at helsepersonell som behandler eller har behandlet arbeidstaker ikke kan kalles inn dersom arbeidstaker motsetter seg det. (5) Arbeidsgiver skal kunne dokumentere hvordan bestemmelsene om oppfølgingsplan og dialogmøte har vært fulgt opp, herunder hvem som har vært innkalt til og har deltatt i dialogmøte. (6) Departementet kan i forskrift gi nærmere bestemmelser om gjennomføringen av kravene i denne paragraf. Endret ved lover 23 feb 2007 nr. 10 (ikr. 1 mars 2007), 19 des 2008 nr. 106 (ikr. 1 mars 2010 iflg. res. 19 feb 2010 nr. 189), 24 juni 2011 nr. 18 (ikr. 1 juli 2011), 20 juni 2014 nr. 26 (ikr. 1 juli 2014 iflg. res. 20 juni 2014 nr. 793). "
5-1,"(1) Arbeidsgiver skal sørge for registrering av alle personskader som oppstår under utførelse av arbeid. Det samme gjelder sykdom som antas å ha sin grunn i arbeidet eller forholdene på arbeidsplassen. (2) Registeret må ikke inneholde medisinske opplysninger av personlig karakter med mindre den opplysningene gjelder har samtykket. Arbeidsgiver har taushetsplikt om opplysninger om personlige forhold i registeret. (3) Registeret skal være tilgjengelig for Arbeidstilsynet, verneombud, bedriftshelsetjeneste og arbeidsmiljøutvalg. (4) Arbeidsgiver skal føre statistikk over sykefravær og fravær ved barns sykdom etter nærmere retningslinjer fra Arbeids- og velferdsdirektoratet, jf. folketrygdloven § 25-2 første ledd. Endret ved lov 16 juni 2006 nr. 20 (ikr. 1 juli 2006 iflg. res. 16 juni 2006 nr. 631). "
5-2,"(1) Dersom arbeidstaker omkommer eller blir alvorlig skadet ved en arbeidsulykke, skal arbeidsgiver straks og på hurtigste måte varsle Arbeidstilsynet og nærmeste politimyndighet. Arbeidsgiver skal bekrefte varselet skriftlig. Verneombudet skal ha kopi av bekreftelsen. (2) Departementet kan gi forskrift om at slikt varsel skal gis også i andre tilfeller. (3) Departementet kan gi forskrift om at arbeidsgiver skal gi melding til Arbeidstilsynet om: a. arbeidsulykke som det ikke kreves varsel om etter første eller andre ledd, herunder akutt forgiftning, og tilløp til slike ulykker, b. sykdom som er eller kan være forårsaket av arbeidet eller forholdene på arbeidsplassen. (4) Departementet kan i forskrift gi nærmere bestemmelser om omfanget og gjennomføringen av varslings- og meldeplikten etter denne paragraf. "
5-3,"(1) Enhver lege som gjennom sitt arbeid får kunnskap om at arbeidstaker lider av en yrkessykdom som er likestilt med yrkesskade etter folketrygdloven § 13-4, eller annen sykdom som legen antar skyldes arbeidstakers arbeidssituasjon, skal gi skriftlig melding om det til Arbeidstilsynet. (2) Dersom arbeidstaker gir sitt samtykke, skal arbeidsgiver underrettes om sykdommen. (3) Departementet kan i forskrift gi nærmere bestemmelser om omfanget og gjennomføringen av meldeplikten, herunder at den skal omfatte nærmere angitte sykdommer som kan antas å skyldes arbeidets art eller forholdene på arbeidsplassen. "
5-4,"(1) Den som produserer eller importerer kjemikalier eller biologisk materiale som skal brukes eller ventelig vil bli brukt i virksomhet som går inn under denne lov, skal: a. skaffe til veie opplysninger om kjemikaliets eller materialets sammensetning og egenskaper, b. treffe de tiltak som er nødvendige for å forebygge ulykker og helseskader eller særlig ubehag eller ulempe for arbeidstakerne, c. gi melding til den departementet bestemmer om kjemikaliets eller materialets navn, sammensetning, fysikalske og kjemiske egenskaper, samt supplerende opplysninger som måtte kreves for å fastslå stoffets farlighetsgrad, d. sørge for forsvarlig emballasje slik at ulykker og helseskader forebygges, e. merke emballasjen med kjemikaliets eller materialets navn, produsentens eller importørens navn og tydelig advarsel på norsk. Etikett for merking skal sendes sammen med melding etter bokstav c. (2) Unntatt fra meldeplikt og merkeplikt etter disse bestemmelser er næringsmidler og stoffer som går inn under matloven samt legemidler. (3) Departementet kan i forskrift gi nærmere bestemmelser om produsenters og importørers plikter etter denne paragraf, herunder om unntak i tilfeller hvor importører anvender de importerte kjemikalier eller biologisk materiale. Departementet kan i forskrift fastsette at bestemmelsene i eller i medhold av denne paragraf helt eller delvis skal gjelde for forhandlere, eller at produsentens eller importørens plikter etter paragrafen her i stedet skal påligge forhandleren. (4) Departementet kan i forskrift gi nærmere bestemmelser om fremstilling, import, registrering, vurdering, godkjennelse, rapportering, informasjon, begrensning og annen behandling av kjemikalier. Endret ved lov 5 des 2008 nr. 82 (ikr. 1 jan 2009 iflg. res. 5 des 2008 nr. 1284). "
5-5,"(1) Den som produserer, importerer, selger, leier eller låner ut maskiner og annet arbeidsutstyr som skal brukes eller ventelig vil bli brukt i virksomhet som går inn under loven, skal før arbeidsutstyret leveres til bruk, sørge for at det er konstruert og forsynt med verneinnretninger i samsvar med lovens krav. (2) Maskiner og annet arbeidsutstyr som utstilles i salgs- eller reklameøyemed, eller framvises for demonstrasjonsformål, og som ikke er forsynt med nødvendige verneinnretninger, skal synlig skiltes med opplysninger om at arbeidsutstyret ikke oppfyller kravene fastsatt i eller i medhold av denne lov og ikke kan leveres til bruk før produsenten, leverandøren eller importøren har sørget for at kravene er oppfylt. Ved demonstrasjoner skal det treffes nødvendige tiltak for å forebygge at personer, dyr og eiendom utsettes for fare. (3) Ved konstruksjon av maskiner og annet arbeidsutstyr som nevnt i denne paragraf, skal det påses at det kan brukes etter sin hensikt uten å medføre særlige ulemper eller ubehag. (4) Med maskiner og annet arbeidsutstyr som nevnt i første ledd skal det følge nødvendig og lett forståelig skriftlig bruksanvisning på norsk om transport, oppstilling, betjening og vedlikehold. (5) Den som påtar seg å montere maskiner og annet arbeidsutstyr som nevnt i denne paragraf, skal sørge for at de blir satt i stand og stilt opp i samsvar med lovens krav. (6) Maskiner og annet arbeidsutstyr som nevnt i første ledd skal, før det overdras eller utstilles, være forsynt med produsentens eller importørens navn og adresse, eller med annen merking som gjør det lett å identifisere produsenten eller importøren. (7) Departementet kan i forskrift gi nærmere bestemmelser om maskiner og annet arbeidsutstyr, herunder om: a. konstruksjon, utførelse, oppstilling, merking mv., b. godkjenning og plikt til å gi opplysninger i forbindelse med dette, c. godkjenning av organer som skal utøve kontroll knyttet til produksjon, d. undersøkelse eller besiktigelse. (8) Utgifter til undersøkelse eller besiktigelse som pålegges i medhold av sjuende ledd, bæres av den som har plikt til å foreta undersøkelsen eller besiktigelsen. Endret ved lov 19 juni 2020 nr. 69 (ikr. 1 juli 2020 iflg. res. 19 juni 2020 nr. 1233). "
6-1,"(1) Ved hver virksomhet som går inn under loven skal det velges verneombud. Ved virksomhet med mindre enn 10 arbeidstakere kan partene skriftlig avtale en annen ordning, herunder at det ikke skal være verneombud ved virksomheten. Hvis ikke annet er fastsatt om tiden for avtalens gyldighet, anses den som sluttet for 2 år, regnet fra den dagen den ble underskrevet. Direktoratet for arbeidstilsynet kan, etter en konkret vurdering av forholdene i virksomheten, fastsette at den likevel skal ha verneombud. Ved virksomhet med mer enn 10 arbeidstakere kan det velges flere verneombud. (2) Antallet verneombud fastsettes i forhold til virksomhetens størrelse, arbeidets art og arbeidsforholdene for øvrig. Dersom virksomheten består av flere atskilte avdelinger, eller arbeidet foregår på skift, skal det i alminnelighet velges minst ett verneombud for hver avdeling eller hvert skiftlag. Hvert verneområde skal være klart avgrenset og må ikke være større enn at verneombudet kan ha full oversikt og ivareta sine oppgaver på forsvarlig måte. (3) Virksomhet med mer enn ett verneombud skal ha minst ett hovedverneombud, som har ansvar for å samordne verneombudets virksomhet. Hovedverneombudet skal velges blant verneombudene eller andre som har eller har hatt tillitsverv ved virksomheten. (4) Hvem som til enhver tid fungerer som verneombud ved virksomheten, skal kunngjøres ved oppslag på arbeidsplassen. (5) Departementet kan gi forskrift med nærmere regler om antall verneombud, om valg, herunder om vilkår for stemmerett og valgbarhet, om lokal fagforenings rett til å utpeke verneombud, og om verneombudets funksjonstid. Endret ved lov 15 des 2006 nr. 69 (ikr. 1 jan 2007 iflg. res. 15 des 2006 nr. 1406). Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). "
6-2,"(1) Verneombudet skal ivareta arbeidstakernes interesser i saker som angår arbeidsmiljøet. Verneombudet skal se til at virksomheten er innrettet og vedlikeholdt, og at arbeidet blir utført på en slik måte at hensynet til arbeidstakernes sikkerhet, helse og velferd er ivaretatt i samsvar med bestemmelsene i denne lov. (2) Verneombudet skal særlig påse: a. at maskiner, tekniske innretninger, kjemiske stoffer og arbeidsprosesser ikke utsetter arbeidstakerne for fare, b. at verneinnretninger og personlig verneutstyr er til stede i passende antall, at det er lett tilgjengelig og i forsvarlig stand, c. at arbeidstakerne får den nødvendige instruksjon, øvelse og opplæring, d. at arbeidet ellers er tilrettelagt slik at arbeidstakerne kan utføre arbeidet på helse- og sikkerhetsmessig forsvarlig måte, e. at meldinger om arbeidsulykker mv. i henhold til § 5-2 blir sendt. (3) Blir et verneombud kjent med forhold som kan medføre ulykkes- og helsefare, skal verneombudet straks varsle arbeidstakerne på stedet, og arbeidsgiveren eller dennes representant skal gjøres oppmerksom på forholdet dersom verneombudet selv ikke kan avverge faren. Arbeidsgiveren skal gi verneombudet svar på henvendelsen. Er det ikke innen rimelig tid tatt hensyn til meldingen, skal verneombudet underrette Arbeidstilsynet eller arbeidsmiljøutvalget. (4) Verneombudet skal tas med på råd under planlegging og gjennomføring av tiltak som har betydning for arbeidsmiljøet innenfor ombudets verneområde, herunder etablering, utøvelse og vedlikehold av virksomhetens systematiske helse-, miljø- og sikkerhetsarbeid, jf. § 3-1. (5) Verneombudet skal gjøres kjent med alle yrkessykdommer, arbeidsulykker og tilløp til ulykker innenfor sitt område, om yrkeshygieniske rapporter og målinger, og om eventuelle feil og mangler som er påvist. (6) Verneombudet skal gjøre seg kjent med gjeldende verneregler, instrukser, pålegg og henstillinger som er gitt av Arbeidstilsynet eller arbeidsgiveren. (7) Verneombudet skal delta ved Arbeidstilsynets inspeksjoner i virksomheten. (8) Departementet kan i forskrift gi nærmere regler om verneombudets virksomhet, og om ombudets taushetsplikt. I reglene kan fastsettes at verneombudet skal utføre oppgaver som er tillagt arbeidsmiljøutvalget i henhold til § 7-2, når virksomheten ikke har slikt utvalg. Myndigheten til å treffe vedtak etter § 7-2 fjerde ledd tredje punktum og femte ledd, kan ikke tillegges verneombudet. Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). Endres ved lov 16 juni 2023 nr. 37 (i kraft 1 jan 2024 iflg. res. 16 juni 2023 nr. 943). "
6-3,"(1) Dersom verneombudet mener at det foreligger umiddelbar fare for arbeidstakernes liv eller helse, og faren ikke straks kan avverges på annen måte, kan arbeidet stanses inntil Arbeidstilsynet har tatt stilling til om arbeidet kan fortsette. Arbeidet må bare stanses i det omfang verneombudet anser det nødvendig for å avverge fare. (2) Stansingen og grunnen til den skal omgående meldes til arbeidsgiveren eller dennes representant. (3) Verneombudet er ikke erstatningsansvarlig for skade som påføres virksomheten som følge av at arbeidet stanses i henhold til bestemmelsen i første ledd. "
6-4,"(1) Innenfor bygge- og anleggsvirksomhet, ved laste- og lossearbeid og ellers når særlige forhold gjør det nødvendig, kan departementet gi forskrift om at det skal være særskilte lokale verneombud. Slike verneombud kan få oppgaver, plikter og rettigheter som nevnt i §§ 6-2 og 6-3 overfor arbeidsgivere på arbeidsplassen. (2) Departementet kan gi forskrift om at det skal være regionale verneombudsordninger som skal omfatte flere virksomheter innenfor ett geografisk område. (3) Forskrifter etter denne paragraf kan omfatte regler om hvordan verneombudene oppnevnes, hvilke oppgaver de skal ha, og hvordan utgiftene ved deres virksomhet skal fordeles. "
6-5,"(1) Arbeidsgiver skal sørge for at verneombud får den opplæring som er nødvendig for å kunne utføre vervet på forsvarlig måte. Verneombud har rett til å ta den nødvendige opplæring ved kurs som arbeidstakernes organisasjoner arrangerer. Departementet kan i forskrift stille nærmere krav til opplæringen. (2) Verneombud skal få nødvendig tid til å utføre vernearbeidet på forsvarlig måte. I alminnelighet skal oppgavene utføres innenfor vanlig arbeidstid. (3) Arbeidsgiver er ansvarlig for utgifter til opplæring, og andre utgifter i forbindelse med verneombudets arbeid. Vernearbeid som må utføres ut over den alminnelige arbeidstid etter § 10-4, godtgjøres som for overtidsarbeid. (4) Arbeidsgiver skal sørge for at verv som verneombud ikke medfører inntektstap for verneombudet eller på annen måte fører til at verneombudets arbeids- eller ansettelsesvilkår forringes. Endret ved lov 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822). Overskriften endret ved lov 15 des 2006 nr. 69 (ikr. 1 jan 2007 iflg. res. 15 des 2006 nr. 1406). "
